Apple___Apple_scab/image196.JPG,1,training
Apple___Apple_scab/image197.JPG,1,training
Apple___Apple_scab/image198.JPG,1,validation
Apple___Apple_scab/image199.JPG,1,training
Apple___Apple_scab/image2.JPG,1,training
Apple___Apple_scab/image20.JPG,1,training
Apple___Apple_scab/image200.JPG,1,training
Apple___Apple_scab/image201.JPG,1,training
Apple___Apple_scab/image202.JPG,1,training
Apple___Apple_scab/image203.JPG,1,training
Apple___Apple_scab/image204.JPG,1,training
Apple___Apple_scab/image205.JPG,1,training
Apple___Apple_scab/image206.JPG,1,evaluation
Apple___Apple_scab/image207.JPG,1,training
Apple___Apple_scab/image208.JPG,1,training
Apple___Apple_scab/image209.JPG,1,training
Apple___Apple_scab/image21.JPG,1,training
Apple___Apple_scab/image210.JPG,1,evaluation
Apple___Apple_scab/image211.JPG,1,validation
Apple___Apple_scab/image212.JPG,1,validation
Apple___Apple_scab/image213.JPG,1,evaluation
Apple___Apple_scab/image214.JPG,1,evaluation
Apple___Apple_scab/image215.JPG,1,evaluation
Apple___Apple_scab/image216.JPG,1,evaluation
Apple___Apple_scab/image217.JPG,1,training
Apple___Apple_scab/image218.JPG,1,validation
Apple___Apple_scab/image219.JPG,1,training
Apple___Apple_scab/image22.JPG,1,training
Apple___Apple_scab/image220.JPG,1,training
Apple___Apple_scab/image221.JPG,1,validation
Apple___Apple_scab/image222.JPG,1,training
Apple___Apple_scab/image223.JPG,1,training
Apple___Apple_scab/image224.JPG,1,evaluation
Apple___Apple_scab/image225.JPG,1,training
Apple___Apple_scab/image226.JPG,1,training
Apple___Apple_scab/image227.JPG,1,validation
Apple___Apple_scab/image228.JPG,1,evaluation
Apple___Apple_scab/image229.JPG,1,training
Apple___Apple_scab/image23.JPG,1,evaluation
Apple___Apple_scab/image230.JPG,1,validation
Apple___Apple_scab/image231.JPG,1,evaluation
Apple___Apple_scab/image232.JPG,1,training
Apple___Apple_scab/image233.JPG,1,training
Apple___Apple_scab/image234.JPG,1,training
Apple___Apple_scab/image235.JPG,1,validation
Apple___Apple_scab/image236.JPG,1,training
Apple___Apple_scab/image237.JPG,1,validation
Apple___Apple_scab/image238.JPG,1,training
Apple___Apple_scab/image239.JPG,1,validation
Apple___Apple_scab/image24.JPG,1,evaluation
Apple___Apple_scab/image240.JPG,1,training
Apple___Apple_scab/image241.JPG,1,validation
Apple___Apple_scab/image242.JPG,1,training
Apple___Apple_scab/image243.JPG,1,training
Apple___Apple_scab/image244.JPG,1,training
Apple___Apple_scab/image245.JPG,1,training
Apple___Apple_scab/image246.JPG,1,validation
Apple___Apple_scab/image247.JPG,1,validation
Apple___Apple_scab/image248.JPG,1,evaluation
Apple___Apple_scab/image249.JPG,1,evaluation
Apple___Apple_scab/image25.JPG,1,training
Apple___Apple_scab/image250.JPG,1,evaluation
Apple___Apple_scab/image251.JPG,1,validation
Apple___Apple_scab/image252.JPG,1,validation
Apple___Apple_scab/image253.JPG,1,validation
Apple___Apple_scab/image254.JPG,1,training
Apple___Apple_scab/image255.JPG,1,training
Apple___Apple_scab/image256.JPG,1,validation
Apple___Apple_scab/image257.JPG,1,evaluation
Apple___Apple_scab/image258.JPG,1,validation
Apple___Apple_scab/image259.JPG,1,training
Apple___Apple_scab/image26.JPG,1,training
Apple___Apple_scab/image260.JPG,1,validation
Apple___Apple_scab/image261.JPG,1,training
Apple___Apple_scab/image262.JPG,1,training
Apple___Apple_scab/image263.JPG,1,validation
Apple___Apple_scab/image264.JPG,1,training
Apple___Apple_scab/image265.JPG,1,training
Apple___Apple_scab/image266.JPG,1,validation
Apple___Apple_scab/image267.JPG,1,validation
Apple___Apple_scab/image268.JPG,1,evaluation
Apple___Apple_scab/image269.JPG,1,training
Apple___Apple_scab/image27.JPG,1,training
Apple___Apple_scab/image270.JPG,1,evaluation
Apple___Apple_scab/image271.JPG,1,validation
Apple___Apple_scab/image272.JPG,1,validation
Apple___Apple_scab/image273.JPG,1,training
Apple___Apple_scab/image274.JPG,1,training
Apple___Apple_scab/image275.JPG,1,training
Apple___Apple_scab/image276.JPG,1,training
Apple___Apple_scab/image277.JPG,1,evaluation
Apple___Apple_scab/image278.JPG,1,validation
Apple___Apple_scab/image279.JPG,1,training
Apple___Apple_scab/image28.JPG,1,evaluation
Apple___Apple_scab/image280.JPG,1,training
Apple___Apple_scab/image281.JPG,1,training
Apple___Apple_scab/image282.JPG,1,training
Apple___Apple_scab/image283.JPG,1,evaluation
Apple___Apple_scab/image284.JPG,1,training
Apple___Apple_scab/image285.JPG,1,evaluation
Apple___Apple_scab/image286.JPG,1,training
Apple___Apple_scab/image287.JPG,1,training
Apple___Apple_scab/image288.JPG,1,evaluation
Apple___Apple_scab/image289.JPG,1,validation
Apple___Apple_scab/image29.JPG,1,evaluation
Apple___Apple_scab/image290.JPG,1,validation
Apple___Apple_scab/image291.JPG,1,training
Apple___Apple_scab/image292.JPG,1,evaluation
Apple___Apple_scab/image293.JPG,1,training
Apple___Apple_scab/image294.JPG,1,training
Apple___Apple_scab/image295.JPG,1,training
Apple___Apple_scab/image296.JPG,1,validation
Apple___Apple_scab/image297.JPG,1,evaluation
Apple___Apple_scab/image298.JPG,1,validation
Apple___Apple_scab/image299.JPG,1,training
Apple___Apple_scab/image3.JPG,1,training
Apple___Apple_scab/image30.JPG,1,training
Apple___Apple_scab/image300.JPG,1,training
Apple___Apple_scab/image301.JPG,1,training
Apple___Apple_scab/image302.JPG,1,training
Apple___Apple_scab/image303.JPG,1,training
Apple___Apple_scab/image304.JPG,1,training
Apple___Apple_scab/image305.JPG,1,training
Apple___Apple_scab/image306.JPG,1,training
Apple___Apple_scab/image307.JPG,1,validation
Apple___Apple_scab/image308.JPG,1,evaluation
Apple___Apple_scab/image309.JPG,1,training
Apple___Apple_scab/image31.JPG,1,evaluation
Apple___Apple_scab/image310.JPG,1,training
Apple___Apple_scab/image311.JPG,1,training
Apple___Apple_scab/image312.JPG,1,training
Apple___Apple_scab/image313.JPG,1,training
Apple___Apple_scab/image314.JPG,1,evaluation
Apple___Apple_scab/image315.JPG,1,training
Apple___Apple_scab/image316.JPG,1,training
Apple___Apple_scab/image317.JPG,1,training
Apple___Apple_scab/image318.JPG,1,validation
Apple___Apple_scab/image319.JPG,1,training
Apple___Apple_scab/image32.JPG,1,training
Apple___Apple_scab/image320.JPG,1,validation
Apple___Apple_scab/image321.JPG,1,training
Apple___Apple_scab/image322.JPG,1,training
Apple___Apple_scab/image323.JPG,1,evaluation
Apple___Apple_scab/image324.JPG,1,training
Apple___Apple_scab/image325.JPG,1,training
Apple___Apple_scab/image326.JPG,1,training
Apple___Apple_scab/image327.JPG,1,training
Apple___Apple_scab/image328.JPG,1,validation
Apple___Apple_scab/image329.JPG,1,evaluation
Apple___Apple_scab/image33.JPG,1,validation
Apple___Apple_scab/image330.JPG,1,training
Apple___Apple_scab/image331.JPG,1,training
Apple___Apple_scab/image332.JPG,1,evaluation
Apple___Apple_scab/image333.JPG,1,training
Apple___Apple_scab/image334.JPG,1,evaluation
Apple___Apple_scab/image335.JPG,1,validation
Apple___Apple_scab/image336.JPG,1,training
Apple___Apple_scab/image337.JPG,1,training
Apple___Apple_scab/image338.JPG,1,training
Apple___Apple_scab/image339.JPG,1,training
Apple___Apple_scab/image34.JPG,1,training
Apple___Apple_scab/image340.JPG,1,training
Apple___Apple_scab/image341.JPG,1,validation
Apple___Apple_scab/image342.JPG,1,evaluation
Apple___Apple_scab/image343.JPG,1,training
Apple___Apple_scab/image344.JPG,1,validation
Apple___Apple_scab/image345.JPG,1,evaluation
Apple___Apple_scab/image346.JPG,1,training
Apple___Apple_scab/image347.JPG,1,evaluation
Apple___Apple_scab/image348.JPG,1,training
Apple___Apple_scab/image349.JPG,1,training
Apple___Apple_scab/image35.JPG,1,training
Apple___Apple_scab/image350.JPG,1,validation
Apple___Apple_scab/image351.JPG,1,training
Apple___Apple_scab/image352.JPG,1,training
Apple___Apple_scab/image353.JPG,1,training
Apple___Apple_scab/image354.JPG,1,training
Apple___Apple_scab/image355.JPG,1,training
Apple___Apple_scab/image356.JPG,1,training
Apple___Apple_scab/image357.JPG,1,validation
Apple___Apple_scab/image358.JPG,1,training
Apple___Apple_scab/image359.JPG,1,training
Apple___Apple_scab/image36.JPG,1,training
Apple___Apple_scab/image360.JPG,1,evaluation
Apple___Apple_scab/image361.JPG,1,evaluation
Apple___Apple_scab/image362.JPG,1,training
Apple___Apple_scab/image363.JPG,1,training
Apple___Apple_scab/image364.JPG,1,evaluation
Apple___Apple_scab/image365.JPG,1,validation
Apple___Apple_scab/image366.JPG,1,validation
Apple___Apple_scab/image367.JPG,1,training
Apple___Apple_scab/image368.JPG,1,training
Apple___Apple_scab/image369.JPG,1,training
Apple___Apple_scab/image37.JPG,1,training
Apple___Apple_scab/image370.JPG,1,training
Apple___Apple_scab/image371.JPG,1,training
Apple___Apple_scab/image372.JPG,1,validation
Apple___Apple_scab/image373.JPG,1,evaluation
Apple___Apple_scab/image374.JPG,1,training
Apple___Apple_scab/image375.JPG,1,training
Apple___Apple_scab/image376.JPG,1,validation
Apple___Apple_scab/image377.JPG,1,training
Apple___Apple_scab/image378.JPG,1,evaluation
Apple___Apple_scab/image379.JPG,1,validation
Apple___Apple_scab/image38.JPG,1,evaluation
Apple___Apple_scab/image380.JPG,1,training
Apple___Apple_scab/image381.JPG,1,training
Apple___Apple_scab/image382.JPG,1,training
Apple___Apple_scab/image383.JPG,1,training
Apple___Apple_scab/image384.JPG,1,training
Apple___Apple_scab/image385.JPG,1,training
Apple___Apple_scab/image386.JPG,1,training
Apple___Apple_scab/image387.JPG,1,evaluation
Apple___Apple_scab/image388.JPG,1,validation
Apple___Apple_scab/image389.JPG,1,training
Apple___Apple_scab/image39.JPG,1,training
Apple___Apple_scab/image390.JPG,1,evaluation
Apple___Apple_scab/image391.JPG,1,validation
Apple___Apple_scab/image392.JPG,1,training
Apple___Apple_scab/image393.JPG,1,training
Apple___Apple_scab/image394.JPG,1,training
Apple___Apple_scab/image395.JPG,1,training
Apple___Apple_scab/image396.JPG,1,training
Apple___Apple_scab/image397.JPG,1,training
Apple___Apple_scab/image398.JPG,1,training
Apple___Apple_scab/image399.JPG,1,evaluation
Apple___Apple_scab/image4.JPG,1,training
Apple___Apple_scab/image40.JPG,1,evaluation
Apple___Apple_scab/image400.JPG,1,training
Apple___Apple_scab/image401.JPG,1,training
Apple___Apple_scab/image402.JPG,1,evaluation
Apple___Apple_scab/image403.JPG,1,evaluation
Apple___Apple_scab/image404.JPG,1,training
Apple___Apple_scab/image405.JPG,1,training
Apple___Apple_scab/image406.JPG,1,training
Apple___Apple_scab/image407.JPG,1,evaluation
Apple___Apple_scab/image408.JPG,1,training
Apple___Apple_scab/image409.JPG,1,validation
Apple___Apple_scab/image41.JPG,1,evaluation
Apple___Apple_scab/image410.JPG,1,validation
Apple___Apple_scab/image411.JPG,1,evaluation
Apple___Apple_scab/image412.JPG,1,training
Apple___Apple_scab/image413.JPG,1,training
Apple___Apple_scab/image414.JPG,1,training
Apple___Apple_scab/image415.JPG,1,validation
Apple___Apple_scab/image416.JPG,1,training
Apple___Apple_scab/image417.JPG,1,training
Apple___Apple_scab/image418.JPG,1,validation
Apple___Apple_scab/image419.JPG,1,training
Apple___Apple_scab/image42.JPG,1,training
Apple___Apple_scab/image420.JPG,1,evaluation
Apple___Apple_scab/image421.JPG,1,training
Apple___Apple_scab/image422.JPG,1,evaluation
Apple___Apple_scab/image423.JPG,1,evaluation
Apple___Apple_scab/image424.JPG,1,training
Apple___Apple_scab/image425.JPG,1,evaluation
Apple___Apple_scab/image426.JPG,1,training
Apple___Apple_scab/image427.JPG,1,training
Apple___Apple_scab/image428.JPG,1,training
Apple___Apple_scab/image429.JPG,1,evaluation
Apple___Apple_scab/image43.JPG,1,validation
Apple___Apple_scab/image430.JPG,1,evaluation
Apple___Apple_scab/image431.JPG,1,evaluation
Apple___Apple_scab/image432.JPG,1,validation
Apple___Apple_scab/image433.JPG,1,evaluation
Apple___Apple_scab/image434.JPG,1,training
Apple___Apple_scab/image435.JPG,1,training
Apple___Apple_scab/image436.JPG,1,validation
Apple___Apple_scab/image437.JPG,1,training
Apple___Apple_scab/image438.JPG,1,validation
Apple___Apple_scab/image439.JPG,1,validation
Apple___Apple_scab/image44.JPG,1,validation
Apple___Apple_scab/image440.JPG,1,training
Apple___Apple_scab/image441.JPG,1,training
Apple___Apple_scab/image442.JPG,1,training
Apple___Apple_scab/image443.JPG,1,training
Apple___Apple_scab/image444.JPG,1,validation
Apple___Apple_scab/image445.JPG,1,training
Apple___Apple_scab/image446.JPG,1,training
Apple___Apple_scab/image447.JPG,1,training
Apple___Apple_scab/image448.JPG,1,training
Apple___Apple_scab/image449.JPG,1,training
Apple___Apple_scab/image45.JPG,1,training
Apple___Apple_scab/image450.JPG,1,validation
Apple___Apple_scab/image451.JPG,1,training
Apple___Apple_scab/image452.JPG,1,validation
Apple___Apple_scab/image453.JPG,1,evaluation
Apple___Apple_scab/image454.JPG,1,training
Apple___Apple_scab/image455.JPG,1,evaluation
Apple___Apple_scab/image456.JPG,1,evaluation
Apple___Apple_scab/image457.JPG,1,evaluation
Apple___Apple_scab/image458.JPG,1,training
Apple___Apple_scab/image459.JPG,1,training
Apple___Apple_scab/image46.JPG,1,training
Apple___Apple_scab/image460.JPG,1,training
Apple___Apple_scab/image461.JPG,1,training
Apple___Apple_scab/image462.JPG,1,validation
Apple___Apple_scab/image463.JPG,1,training
Apple___Apple_scab/image464.JPG,1,training
Apple___Apple_scab/image465.JPG,1,training
Apple___Apple_scab/image466.JPG,1,training
Apple___Apple_scab/image467.JPG,1,validation
Apple___Apple_scab/image468.JPG,1,validation
Apple___Apple_scab/image469.JPG,1,training
Apple___Apple_scab/image47.JPG,1,training
Apple___Apple_scab/image470.JPG,1,evaluation
Apple___Apple_scab/image471.JPG,1,validation
Apple___Apple_scab/image472.JPG,1,validation
Apple___Apple_scab/image473.JPG,1,validation
Apple___Apple_scab/image474.JPG,1,evaluation
Apple___Apple_scab/image475.JPG,1,training
Apple___Apple_scab/image476.JPG,1,validation
Apple___Apple_scab/image477.JPG,1,training
Apple___Apple_scab/image478.JPG,1,training
Apple___Apple_scab/image479.JPG,1,validation
Apple___Apple_scab/image48.JPG,1,training
Apple___Apple_scab/image480.JPG,1,training
Apple___Apple_scab/image481.JPG,1,training
Apple___Apple_scab/image482.JPG,1,training
Apple___Apple_scab/image483.JPG,1,training
Apple___Apple_scab/image484.JPG,1,training
Apple___Apple_scab/image485.JPG,1,evaluation
Apple___Apple_scab/image486.JPG,1,training
Apple___Apple_scab/image487.JPG,1,training
Apple___Apple_scab/image488.JPG,1,training
Apple___Apple_scab/image489.JPG,1,training
Apple___Apple_scab/image49.JPG,1,training
Apple___Apple_scab/image490.JPG,1,evaluation
Apple___Apple_scab/image491.JPG,1,training
Apple___Apple_scab/image492.JPG,1,validation
Apple___Apple_scab/image493.JPG,1,training
Apple___Apple_scab/image494.JPG,1,evaluation
Apple___Apple_scab/image495.JPG,1,training
Apple___Apple_scab/image496.JPG,1,evaluation
Apple___Apple_scab/image497.JPG,1,validation
Apple___Apple_scab/image498.JPG,1,evaluation
Apple___Apple_scab/image499.JPG,1,training
Apple___Apple_scab/image5.JPG,1,training
Apple___Apple_scab/image50.JPG,1,training
Apple___Apple_scab/image500.JPG,1,training
Apple___Apple_scab/image501.JPG,1,training
Apple___Apple_scab/image502.JPG,1,validation
Apple___Apple_scab/image503.JPG,1,validation
Apple___Apple_scab/image504.JPG,1,validation
Apple___Apple_scab/image505.JPG,1,training
Apple___Apple_scab/image506.JPG,1,validation
Apple___Apple_scab/image507.JPG,1,training
Apple___Apple_scab/image508.JPG,1,validation
Apple___Apple_scab/image509.JPG,1,evaluation
Apple___Apple_scab/image51.JPG,1,training
Apple___Apple_scab/image510.JPG,1,training
Apple___Apple_scab/image511.JPG,1,evaluation
Apple___Apple_scab/image512.JPG,1,evaluation
Apple___Apple_scab/image513.JPG,1,evaluation
Apple___Apple_scab/image514.JPG,1,evaluation
Apple___Apple_scab/image515.JPG,1,training
Apple___Apple_scab/image516.JPG,1,training
Apple___Apple_scab/image517.JPG,1,training
Apple___Apple_scab/image518.JPG,1,evaluation
Apple___Apple_scab/image519.JPG,1,training
Apple___Apple_scab/image52.JPG,1,validation
Apple___Apple_scab/image520.JPG,1,training
Apple___Apple_scab/image521.JPG,1,evaluation
Apple___Apple_scab/image522.JPG,1,training
Apple___Apple_scab/image523.JPG,1,training
Apple___Apple_scab/image524.JPG,1,training
Apple___Apple_scab/image525.JPG,1,training
Apple___Apple_scab/image526.JPG,1,training
Apple___Apple_scab/image527.JPG,1,evaluation
Apple___Apple_scab/image528.JPG,1,training
Apple___Apple_scab/image529.JPG,1,evaluation
Apple___Apple_scab/image53.JPG,1,evaluation
Apple___Apple_scab/image530.JPG,1,validation
Apple___Apple_scab/image531.JPG,1,training
Apple___Apple_scab/image532.JPG,1,validation
Apple___Apple_scab/image533.JPG,1,training
Apple___Apple_scab/image534.JPG,1,training
Apple___Apple_scab/image535.JPG,1,validation
Apple___Apple_scab/image536.JPG,1,training
Apple___Apple_scab/image537.JPG,1,training
Apple___Apple_scab/image538.JPG,1,evaluation
Apple___Apple_scab/image539.JPG,1,training
Apple___Apple_scab/image54.JPG,1,validation
Apple___Apple_scab/image540.JPG,1,training
Apple___Apple_scab/image541.JPG,1,validation
Apple___Apple_scab/image542.JPG,1,validation
Apple___Apple_scab/image543.JPG,1,training
Apple___Apple_scab/image544.JPG,1,validation
Apple___Apple_scab/image545.JPG,1,validation
Apple___Apple_scab/image546.JPG,1,training
Apple___Apple_scab/image547.JPG,1,training
Apple___Apple_scab/image548.JPG,1,training
Apple___Apple_scab/image549.JPG,1,evaluation
Apple___Apple_scab/image55.JPG,1,training
Apple___Apple_scab/image550.JPG,1,evaluation
Apple___Apple_scab/image551.JPG,1,training
Apple___Apple_scab/image552.JPG,1,training
Apple___Apple_scab/image553.JPG,1,training
Apple___Apple_scab/image554.JPG,1,training
Apple___Apple_scab/image555.JPG,1,training
Apple___Apple_scab/image556.JPG,1,evaluation
Apple___Apple_scab/image557.JPG,1,training
Apple___Apple_scab/image558.JPG,1,validation
Apple___Apple_scab/image559.JPG,1,validation
Apple___Apple_scab/image56.JPG,1,training
Apple___Apple_scab/image560.JPG,1,validation
Apple___Apple_scab/image561.JPG,1,training
Apple___Apple_scab/image562.JPG,1,training
Apple___Apple_scab/image563.JPG,1,training
Apple___Apple_scab/image564.JPG,1,training
Apple___Apple_scab/image565.JPG,1,training
Apple___Apple_scab/image566.JPG,1,validation
Apple___Apple_scab/image567.JPG,1,training
Apple___Apple_scab/image568.JPG,1,training
Apple___Apple_scab/image569.JPG,1,validation
Apple___Apple_scab/image57.JPG,1,training
Apple___Apple_scab/image570.JPG,1,validation
Apple___Apple_scab/image571.JPG,1,training
Apple___Apple_scab/image572.JPG,1,validation
Apple___Apple_scab/image573.JPG,1,validation
Apple___Apple_scab/image574.JPG,1,training
Apple___Apple_scab/image575.JPG,1,evaluation
Apple___Apple_scab/image576.JPG,1,training
Apple___Apple_scab/image577.JPG,1,training
Apple___Apple_scab/image578.JPG,1,validation
Apple___Apple_scab/image579.JPG,1,training
Apple___Apple_scab/image58.JPG,1,validation
Apple___Apple_scab/image580.JPG,1,training
Apple___Apple_scab/image581.JPG,1,validation
Apple___Apple_scab/image582.JPG,1,training
Apple___Apple_scab/image583.JPG,1,evaluation
Apple___Apple_scab/image584.JPG,1,training
Apple___Apple_scab/image585.JPG,1,validation
Apple___Apple_scab/image586.JPG,1,validation
Apple___Apple_scab/image587.JPG,1,training
Apple___Apple_scab/image588.JPG,1,training
Apple___Apple_scab/image589.JPG,1,training
Apple___Apple_scab/image59.JPG,1,training
Apple___Apple_scab/image590.JPG,1,training
Apple___Apple_scab/image591.JPG,1,training
Apple___Apple_scab/image592.JPG,1,training
Apple___Apple_scab/image593.JPG,1,training
Apple___Apple_scab/image594.JPG,1,evaluation
Apple___Apple_scab/image595.JPG,1,training
Apple___Apple_scab/image596.JPG,1,validation
Apple___Apple_scab/image597.JPG,1,evaluation
Apple___Apple_scab/image598.JPG,1,validation
Apple___Apple_scab/image599.JPG,1,training
Apple___Apple_scab/image6.JPG,1,training
Apple___Apple_scab/image60.JPG,1,validation
Apple___Apple_scab/image600.JPG,1,training
Apple___Apple_scab/image601.JPG,1,validation
Apple___Apple_scab/image602.JPG,1,validation
Apple___Apple_scab/image603.JPG,1,evaluation
Apple___Apple_scab/image604.JPG,1,training
Apple___Apple_scab/image605.JPG,1,training
Apple___Apple_scab/image606.JPG,1,training
Apple___Apple_scab/image607.JPG,1,validation
Apple___Apple_scab/image608.JPG,1,evaluation
Apple___Apple_scab/image609.JPG,1,validation
Apple___Apple_scab/image61.JPG,1,evaluation
Apple___Apple_scab/image610.JPG,1,training
Apple___Apple_scab/image611.JPG,1,training
Apple___Apple_scab/image612.JPG,1,training
Apple___Apple_scab/image613.JPG,1,evaluation
Apple___Apple_scab/image614.JPG,1,evaluation
Apple___Apple_scab/image615.JPG,1,training
Apple___Apple_scab/image616.JPG,1,training
Apple___Apple_scab/image617.JPG,1,evaluation
Apple___Apple_scab/image618.JPG,1,training
Apple___Apple_scab/image619.JPG,1,validation
Apple___Apple_scab/image62.JPG,1,training
Apple___Apple_scab/image620.JPG,1,validation
Apple___Apple_scab/image621.JPG,1,training
Apple___Apple_scab/image622.JPG,1,training
Apple___Apple_scab/image623.JPG,1,training
Apple___Apple_scab/image624.JPG,1,training
Apple___Apple_scab/image625.JPG,1,training
Apple___Apple_scab/image626.JPG,1,validation
Apple___Apple_scab/image627.JPG,1,training
Apple___Apple_scab/image628.JPG,1,evaluation
Apple___Apple_scab/image629.JPG,1,validation
Apple___Apple_scab/image63.JPG,1,training
Apple___Apple_scab/image630.JPG,1,validation
Apple___Apple_scab/image631.JPG,1,training
Apple___Apple_scab/image632.JPG,1,training
Apple___Apple_scab/image633.JPG,1,training
Apple___Apple_scab/image634.JPG,1,training
Apple___Apple_scab/image635.JPG,1,training
Apple___Apple_scab/image636.JPG,1,training
Apple___Apple_scab/image637.JPG,1,training
Apple___Apple_scab/image638.JPG,1,training
Apple___Apple_scab/image639.JPG,1,evaluation
Apple___Apple_scab/image64.JPG,1,training
Apple___Apple_scab/image640.JPG,1,training
Apple___Apple_scab/image641.JPG,1,validation
Apple___Apple_scab/image642.JPG,1,training
Apple___Apple_scab/image643.JPG,1,training
Apple___Apple_scab/image644.JPG,1,training
Apple___Apple_scab/image645.JPG,1,training
Apple___Apple_scab/image646.JPG,1,training
Apple___Apple_scab/image647.JPG,1,training
Apple___Apple_scab/image648.JPG,1,training
Apple___Apple_scab/image649.JPG,1,evaluation
Apple___Apple_scab/image65.JPG,1,training
Apple___Apple_scab/image650.JPG,1,validation
